path,variant,seed_label,log_index,loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy,epoch
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,55,0.1544,0.3881,4.337e-05,0.1995,1556000.0,0.957,1.673
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,56,0.2299,0.2748,4.175e-05,0.228,1580000.0,0.9344,1.703
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,57,0.1343,0.4677,4.013e-05,0.1749,1609000.0,0.9586,1.734
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,58,0.1969,0.6307,3.853e-05,0.1838,1638000.0,0.945,1.764
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,59,0.1717,0.2497,3.694e-05,0.1793,1666000.0,0.9514,1.795
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,60,0.1948,0.1949,3.536e-05,0.1948,1691000.0,0.9533,1.825
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,61,0.1756,0.4616,3.38e-05,0.2025,1716000.0,0.9481,1.855
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,62,0.1038,0.631,3.226e-05,0.1244,1748000.0,0.9668,1.886
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,63,0.2335,0.6921,3.073e-05,0.2043,1782000.0,0.9435,1.916
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,64,0.1599,0.3716,2.923e-05,0.1906,1812000.0,0.9508,1.947
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,65,0.2457,1.102,2.775e-05,0.242,1837000.0,0.9422,1.977
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,66,0.1763,0.4468,2.629e-05,0.1995,1860000.0,0.9549,2.006
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,67,0.1181,0.3632,2.486e-05,0.157,1887000.0,0.9659,2.037
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,68,0.1094,0.4855,2.345e-05,0.1497,1917000.0,0.9632,2.067
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,69,0.1137,0.2425,2.208e-05,0.1338,1940000.0,0.963,2.097
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,70,0.1627,0.5946,2.073e-05,0.172,1959000.0,0.9516,2.128
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,71,0.128,0.4894,1.942e-05,0.1739,1984000.0,0.9606,2.158
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,72,0.1464,0.3151,1.813e-05,0.1467,2013000.0,0.959,2.189
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,73,0.08317,0.5502,1.689e-05,0.1108,2047000.0,0.9717,2.219
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,74,0.1076,0.2046,1.567e-05,0.1204,2075000.0,0.9653,2.25
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,75,0.1004,1.704,1.45e-05,0.1199,2101000.0,0.967,2.28
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,76,0.1205,0.7212,1.336e-05,0.1369,2125000.0,0.9612,2.311
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,77,0.1257,0.3526,1.227e-05,0.1312,2151000.0,0.9567,2.341
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,78,0.1599,1.388,1.121e-05,0.1583,2176000.0,0.9557,2.371
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,79,0.1381,0.5548,1.02e-05,0.1473,2204000.0,0.9636,2.402
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,80,0.1009,0.5342,9.224e-06,0.1317,2236000.0,0.9696,2.432
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,81,0.08529,0.2333,8.296e-06,0.1023,2265000.0,0.9665,2.463
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,82,0.1048,0.2354,7.413e-06,0.133,2297000.0,0.9642,2.493
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,83,0.0853,0.8489,6.576e-06,0.1143,2328000.0,0.9725,2.524
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,84,0.08986,0.4062,5.786e-06,0.1128,2356000.0,0.9659,2.554
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,85,0.08215,0.1767,5.044e-06,0.1057,2391000.0,0.9697,2.584
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,86,0.09798,0.8404,4.349e-06,0.106,2418000.0,0.9723,2.615
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,87,0.1176,0.4638,3.705e-06,0.126,2445000.0,0.958,2.645
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,88,0.09094,0.1834,3.11e-06,0.09823,2473000.0,0.9726,2.676
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,89,0.09438,0.1465,2.565e-06,0.1066,2508000.0,0.9695,2.706
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,90,0.1044,0.4604,2.072e-06,0.1331,2540000.0,0.9612,2.737
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,91,0.1363,0.3618,1.63e-06,0.1672,2565000.0,0.9519,2.767
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,92,0.06824,0.2423,1.241e-06,0.07774,2599000.0,0.9747,2.798
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,93,0.1598,1.083,9.036e-07,0.1646,2627000.0,0.9457,2.828
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,94,0.09383,0.4748,6.194e-07,0.1107,2652000.0,0.9668,2.858
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,95,0.1263,0.5481,3.885e-07,0.1383,2682000.0,0.9603,2.889
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,96,0.08039,0.2005,2.111e-07,0.1113,2711000.0,0.9663,2.919
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,97,0.1293,0.2199,8.726e-08,0.1262,2738000.0,0.9612,2.95
finetune/logs/run_20260808_083441/BD_facts_sql.seed29.train.log,BD_facts_sql,29,98,0.125,0.5421,1.724e-08,0.1519,2765000.0,0.959,2.98
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,1,3.756,5.584,3e-05,0.4183,23540.0,0.6333,0.03044
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,2,0.9603,0.78,6.333e-05,0.5442,51570.0,0.801,0.06088
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,3,0.3608,0.5931,9.667e-05,0.4619,85800.0,0.9107,0.09132
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,4,0.3526,0.8489,9.998e-05,0.309,110300.0,0.9292,0.1218
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,5,0.2333,0.353,9.99e-05,0.2653,139200.0,0.9389,0.1522
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,6,0.1739,0.4226,9.977e-05,0.1807,167200.0,0.9585,0.1826
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,7,0.2683,0.9545,9.959e-05,0.2416,193400.0,0.939,0.2131
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,8,0.2781,0.8206,9.935e-05,0.2896,217600.0,0.937,0.2435
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,9,0.3712,0.1645,9.907e-05,0.3433,243000.0,0.9254,0.274
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,10,0.2921,0.4705,9.872e-05,0.2952,266400.0,0.9306,0.3044
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,11,0.2892,0.6524,9.833e-05,0.2923,291600.0,0.9269,0.3349
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,12,0.3412,0.5596,9.788e-05,0.3105,322300.0,0.9308,0.3653
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,13,0.2823,0.5121,9.738e-05,0.3123,348600.0,0.9282,0.3957
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,14,0.3319,0.7684,9.683e-05,0.2941,376600.0,0.9347,0.4262
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,15,0.2802,0.3712,9.623e-05,0.3076,404700.0,0.9367,0.4566
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,16,0.2536,0.405,9.558e-05,0.2822,427200.0,0.9318,0.4871
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,17,0.1946,0.1913,9.488e-05,0.2045,460400.0,0.9455,0.5175
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,18,0.2566,0.2887,9.414e-05,0.2258,486500.0,0.9449,0.5479
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,19,0.2711,0.4244,9.334e-05,0.3192,509900.0,0.9321,0.5784
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,20,0.183,0.3956,9.25e-05,0.1963,537900.0,0.9537,0.6088
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,21,0.2003,0.3542,9.161e-05,0.1976,574000.0,0.9413,0.6393
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,22,0.2614,0.5751,9.068e-05,0.2409,601000.0,0.9322,0.6697
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,23,0.2263,0.3592,8.971e-05,0.2378,637100.0,0.9566,0.7002
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,24,0.1858,0.2306,8.869e-05,0.2053,663300.0,0.9537,0.7306
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,25,0.1259,0.4728,8.763e-05,0.1551,695600.0,0.9684,0.761
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,26,0.2384,0.4575,8.652e-05,0.2549,727100.0,0.9446,0.7915
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,27,0.184,0.3076,8.538e-05,0.2158,754900.0,0.9542,0.8219
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,28,0.1617,0.4896,8.421e-05,0.186,787200.0,0.9542,0.8524
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,29,0.186,0.08626,8.299e-05,0.1813,810600.0,0.9491,0.8828
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,30,0.1648,0.3178,8.174e-05,0.1686,842300.0,0.9565,0.9132
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,31,0.2476,0.46,8.045e-05,0.2254,873800.0,0.9435,0.9437
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,32,0.2053,0.1512,7.914e-05,0.229,908100.0,0.9432,0.9741
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,33,0.1903,0.3206,7.779e-05,0.2525,930400.0,0.9446,1.003
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,34,0.2041,0.292,7.641e-05,0.216,960200.0,0.9428,1.033
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,35,0.1659,0.3672,7.5e-05,0.1739,989900.0,0.9548,1.064
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,36,0.1991,0.1985,7.357e-05,0.1853,1020000.0,0.9519,1.094
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,37,0.1358,0.2669,7.211e-05,0.164,1054000.0,0.9616,1.125
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,38,0.1043,0.2744,7.062e-05,0.1194,1082000.0,0.9654,1.155
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,39,0.1175,0.2764,6.912e-05,0.1216,1111000.0,0.9627,1.186
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,40,0.1829,0.7706,6.759e-05,0.196,1134000.0,0.9447,1.216
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,41,0.1816,0.2855,6.604e-05,0.207,1164000.0,0.94,1.247
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,42,0.1515,0.3516,6.448e-05,0.1725,1194000.0,0.9571,1.277
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,43,0.1296,0.4539,6.29e-05,0.1447,1221000.0,0.9629,1.307
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,44,0.09769,0.625,6.131e-05,0.1276,1249000.0,0.9696,1.338
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,45,0.1545,0.7513,5.97e-05,0.1624,1275000.0,0.9601,1.368
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,46,0.1768,0.4338,5.809e-05,0.1696,1302000.0,0.9514,1.399
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,47,0.2049,0.1894,5.647e-05,0.2106,1329000.0,0.9385,1.429
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,48,0.1434,0.1149,5.483e-05,0.1694,1358000.0,0.956,1.46
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,49,0.1773,0.3964,5.32e-05,0.1809,1383000.0,0.953,1.49
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,50,0.1802,0.1424,5.156e-05,0.1737,1411000.0,0.9579,1.521
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,51,0.1432,0.2447,4.992e-05,0.1831,1440000.0,0.9561,1.551
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,52,0.1431,0.3462,4.828e-05,0.1817,1470000.0,0.9595,1.581
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,53,0.1412,0.2693,4.664e-05,0.1743,1502000.0,0.956,1.612
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,54,0.2079,0.5238,4.5e-05,0.2111,1526000.0,0.9401,1.642
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,55,0.1871,0.2265,4.337e-05,0.2172,1555000.0,0.9479,1.673
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,56,0.1936,0.4365,4.175e-05,0.2122,1584000.0,0.9447,1.703
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,57,0.1566,0.287,4.013e-05,0.1796,1610000.0,0.9599,1.734
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,58,0.2541,1.288,3.853e-05,0.2589,1636000.0,0.948,1.764
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,59,0.2596,0.3612,3.694e-05,0.2272,1658000.0,0.9363,1.795
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,60,0.1432,0.4302,3.536e-05,0.1629,1688000.0,0.9529,1.825
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,61,0.1824,0.2669,3.38e-05,0.2075,1714000.0,0.9491,1.855
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,62,0.1638,0.5663,3.226e-05,0.184,1742000.0,0.9482,1.886
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,63,0.1222,0.6543,3.073e-05,0.148,1770000.0,0.9642,1.916
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,64,0.2903,0.2443,2.923e-05,0.2655,1798000.0,0.9266,1.947
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,65,0.1041,1.141,2.775e-05,0.1196,1835000.0,0.967,1.977
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,66,0.2166,0.154,2.629e-05,0.2516,1862000.0,0.948,2.006
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,67,0.1394,0.4307,2.486e-05,0.1955,1889000.0,0.9544,2.037
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,68,0.08923,0.35,2.345e-05,0.1408,1922000.0,0.9726,2.067
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,69,0.1214,0.7079,2.208e-05,0.1786,1948000.0,0.9659,2.097
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,70,0.103,0.5382,2.073e-05,0.1237,1975000.0,0.9693,2.128
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,71,0.11,0.1977,1.942e-05,0.1419,2007000.0,0.9615,2.158
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,72,0.1066,0.4283,1.813e-05,0.117,2033000.0,0.964,2.189
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,73,0.128,0.6461,1.689e-05,0.1392,2056000.0,0.957,2.219
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,74,0.1102,0.4506,1.567e-05,0.1318,2081000.0,0.9571,2.25
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,75,0.1257,0.7702,1.45e-05,0.1519,2105000.0,0.9555,2.28
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,76,0.08948,0.5054,1.336e-05,0.1186,2138000.0,0.9666,2.311
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,77,0.0843,0.4567,1.227e-05,0.1056,2165000.0,0.9698,2.341
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,78,0.0895,0.1391,1.121e-05,0.1186,2198000.0,0.965,2.371
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,79,0.1578,1.649,1.02e-05,0.1821,2218000.0,0.9492,2.402
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,80,0.09933,1.263,9.224e-06,0.1115,2249000.0,0.9671,2.432
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,81,0.1527,0.619,8.296e-06,0.1557,2272000.0,0.9526,2.463
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,82,0.16,0.4112,7.413e-06,0.1654,2296000.0,0.9518,2.493
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,83,0.07705,0.1822,6.576e-06,0.121,2330000.0,0.9642,2.524
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,84,0.1177,0.7349,5.786e-06,0.1307,2355000.0,0.9608,2.554
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,85,0.1135,1.647,5.044e-06,0.1252,2388000.0,0.9619,2.584
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,86,0.09945,0.178,4.349e-06,0.1357,2416000.0,0.9672,2.615
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,87,0.1198,0.6081,3.705e-06,0.1201,2447000.0,0.9634,2.645
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,88,0.1034,0.3073,3.11e-06,0.1092,2476000.0,0.9672,2.676
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,89,0.07022,0.6191,2.565e-06,0.08222,2507000.0,0.9751,2.706
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,90,0.1056,0.5656,2.072e-06,0.122,2536000.0,0.9659,2.737
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,91,0.1342,0.7428,1.63e-06,0.1449,2567000.0,0.9592,2.767
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,92,0.1079,1.009,1.241e-06,0.1289,2594000.0,0.9641,2.798
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,93,0.1326,0.2981,9.036e-07,0.1487,2623000.0,0.956,2.828
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,94,0.1453,0.2309,6.194e-07,0.1475,2643000.0,0.9628,2.858
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,95,0.1175,0.4844,3.885e-07,0.1267,2672000.0,0.965,2.889
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,96,0.1088,0.2786,2.111e-07,0.1187,2701000.0,0.9678,2.919
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,97,0.07958,0.5089,8.726e-08,0.09715,2733000.0,0.9701,2.95
finetune/logs/run_20260808_083441/BD_facts_sql.seed47.train.log,BD_facts_sql,47,98,0.09131,0.3779,1.724e-08,0.1092,2763000.0,0.9707,2.98
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,1,0.509,0.5796,0.0001,0.06516,78530.0,0.9166,0.1001
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,2,0.03473,0.1733,9.971e-05,0.05333,157000.0,0.9919,0.2003
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,3,0.01707,0.03793,9.884e-05,0.01913,235400.0,0.9979,0.3004
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,4,0.0008968,0.02583,9.74e-05,0.00458,313600.0,1.0,0.4005
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,5,8.81e-05,0.0004724,9.541e-05,0.0005909,391800.0,1.0,0.5006
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,6,0.0001969,0.0005336,9.289e-05,0.0008294,470300.0,1.0,0.6008
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,7,2.72e-05,0.001626,8.987e-05,0.0002194,548400.0,1.0,0.7009
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,8,9.555e-05,0.0002203,8.639e-05,0.000478,626700.0,1.0,0.801
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,9,0.002133,0.0002382,8.248e-05,0.001382,704900.0,0.9991,0.9011
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,10,5.321e-05,0.00836,7.82e-05,0.0003035,782300.0,1.0,1.0
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,11,6.334e-05,0.0001393,7.358e-05,0.0003737,860500.0,1.0,1.1
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,12,4.493e-05,0.0005191,6.87e-05,0.0003022,938800.0,1.0,1.2
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,13,1.541e-05,0.0001425,6.359e-05,0.0001402,1017000.0,1.0,1.3
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,14,1.289e-05,0.0003226,5.833e-05,0.0001352,1095000.0,1.0,1.401
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,15,0.001346,0.0871,5.297e-05,0.001171,1174000.0,0.9996,1.501
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,16,1.048e-05,0.0004793,4.757e-05,0.0001077,1252000.0,1.0,1.601
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,17,8.612e-06,0.0001788,4.22e-05,8.929e-05,1331000.0,1.0,1.701
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,18,1.008e-05,0.0003211,3.693e-05,0.0001059,1409000.0,1.0,1.801
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,19,7.11e-06,8.466e-05,3.18e-05,7.902e-05,1487000.0,1.0,1.901
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,20,1.069e-05,7.584e-05,2.689e-05,0.0001109,1565000.0,1.0,2.0
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,21,1.083e-05,0.0001381,2.225e-05,0.000107,1643000.0,1.0,2.1
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,22,1.02e-05,0.0002829,1.793e-05,9.749e-05,1721000.0,1.0,2.2
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,23,8.153e-06,0.0001977,1.398e-05,8.746e-05,1800000.0,1.0,2.3
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,24,9.023e-06,7.568e-05,1.046e-05,9.071e-05,1878000.0,1.0,2.401
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,25,1.124e-05,0.0002972,7.389e-06,0.0001087,1956000.0,1.0,2.501
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,26,1.033e-05,0.0001574,4.819e-06,0.000101,2034000.0,1.0,2.601
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,27,9.013e-06,0.0004103,2.774e-06,9.081e-05,2113000.0,1.0,2.701
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,28,8.094e-06,0.0003541,1.279e-06,8.976e-05,2191000.0,1.0,2.801
finetune/logs/run_20260808_083441/D_sql.seed13.train.log,D_sql,13,29,4.579e-05,0.0001185,3.522e-07,0.000298,2270000.0,1.0,2.901
